favorite_count,in_reply_to_status_id,in_reply_to_user_id,place,retweet_count,retweeted,tweet_id
5071,,,,1263,False,776813020089548800
9178,,,,2888,False,776477788987613185
0,,,,9521,False,776249906839351296
31072,,,,16557,False,776218204058357768
9964,,,,2620,False,776201521193218049
12177,,,,4538,False,776113305656188928
1907,,,,158,False,776088319444877312
0,,,,17217,False,775898661951791106
12158,,,,2777,False,775842724423557120
14351,,,,4147,False,775733305207554048
13413,,,,4774,False,775729183532220416
7681,,,,3100,False,775364825476165632
10538,,,,4064,False,775350846108426240
16120,,,,4924,False,775085132600442880
8883,,,,1853,False,774757898236878852
6967,,,,1792,False,774639387460112384
22555,,,,5758,False,774314403806253056
11114,,,,4034,False,773985732834758656
6628,,,,1816,False,773922284943896577
6849,,,,1692,False,773704687002451968
5526,,,,1353,False,773670353721753600
22893,,,,6405,False,773547596996571136
0,,,,5295,False,773336787167145985
24097,,,,7764,False,773308824254029826
9762,,,,3371,False,773247561583001600
10352,,,,4297,False,773191612633579521
8870,,,,4025,False,772877495989305348
8320,,,,2441,False,772826264096874500
0,,,,3507,False,772615324260794368
6723,,,,1754,False,772581559778025472
6252,,,,1443,False,772193107915964416
3931,,,,1166,False,772152991789019136
3903,,,,766,False,772117678702071809
2806,,,,485,False,772114945936949249
4142,,,,967,False,772102971039580160
6804,,,,1975,False,771908950375665664
12418,,,,3532,False,771770456517009408
8546,,,,2704,False,771500966810099713
10861,,,,5295,False,771380798096281600
0,,,,7810,False,771171053431250945
9467,,,,3033,False,771136648247640064
6458,,,,1486,False,771102124360998913
7121,,,,1712,False,771014301343748096
0,,,,224,False,771004394259247104
5104,,,,1251,False,770787852854652928
5365,,,,1469,False,770772759874076672
7563,,,,1820,False,770655142660169732
6525,,,,2169,False,770414278348247044
6457,,,,1536,False,770293558247038976
0,,,,3165,False,770093767776997377
7832,,,,2379,False,770069151037685760
32456,,,,9940,False,769940425801170949
6612,,,,1720,False,769695466921623552
0,,,,8007,False,769335591808995329
5588,,,,1776,False,769212283578875904
14899,,,,6759,False,768970937022709760
0,,,,2787,False,768909767477751808
4344,,,,922,False,768855141948723200
4255,,,,1245,False,768609597686943744
5212,,,,1330,False,768596291618299904
0,,,,6043,False,768554158521745409
14095,,,,3556,False,768473857036525572
11264,,,,3687,False,768193404517830656
4927,,,,1442,False,767884188863397888
16565,,,,5581,False,767754930266464257
7731,,,,2424,False,767500508068192258
12690,,,,3918,False,767191397493538821
10485,,,,2959,False,767122157629476866
0,,,,5853,False,766864461642756096
5249,,,,1401,False,766793450729734144
2688,7.667118193648886e+17,4196983835.0,,392,False,766714921925144576
4153,,,,822,False,766693177336135680
6210,,,,1652,False,766423258543644672
7013,,,,1951,False,766313316352462849
0,,,,2716,False,766078092750233600
4386,,,,886,False,766069199026450432
3875,,,,516,False,766008592277377025
7486,,,,2219,False,765719909049503744
5358,,,,1262,False,765669560888528897
27376,,,,3502,False,765395769549590528
7309,,,,2237,False,765371061932261376
12006,,,,3507,False,765222098633691136
6654,,,,1834,False,764857477905154048
6223,,,,1560,False,764259802650378240
773,7.638651745539645e+17,15846407.0,,57,False,763956972077010945
12994,,,,4303,False,763837565564780549
5554,,,"Place(_api=<tweepy.api.API object at 0x7fc2d2758f60>, id='7356b662670b2c31', url='https://api.twitter.com/1.1/geo/id/7356b662670b2c31.json', place_type='city', name='Clifton', full_name='Clifton, NJ', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7fc2d2758f60>, type='Polygon', coordinates=[[[-74.1977277, 40.82028], [-74.118533, 40.82028], [-74.118533, 40.899384], [-74.1977277, 40.899384]]]), attributes={})",1532,False,763183847194451968
0,,,,3133,False,763167063695355904
7583,,,,2360,False,763103485927849985
12543,,,,3754,False,762699858130116608
11607,,,,6681,False,762471784394268675
10638,,,,4327,False,762464539388485633
4960,,,,1158,False,762316489655476224
32945,,,,16122,False,762035686371364864
5562,,,,2075,False,761976711479193600
0,,,,4064,False,761750502866649088
4396,,,,884,False,761745352076779520
51052,,,,30101,False,761672994376806400
4253,,,,1222,False,761599872357261312
0,,,,18690,False,761371037149827077
5358,,,,1502,False,761334018830917632
4607,,,,1124,False,761292947749015552
5472,,,,1616,False,761227390836215808
11685,,,,3597,False,761004547850530816
3925,,,,1009,False,760893934457552897
6813,,,,1976,False,760656994973933572
5117,,,,1332,False,760641137271070720
7813,,,,3750,False,760539183865880579
4361,,,,1443,False,760521673607086080
27633,,,,11895,False,760290219849637889
4064,,,,899,False,760252756032651264
5867,,,,1867,False,760190180481531904
0,,,,31,False,760153949710192640
6118,,,,2151,False,759943073749200896
15120,,,,5853,False,759923798737051648
6917,,,,2036,False,759846353224826880
6145,,,,1960,False,759793422261743616
0,,,,21788,False,759566828574212096
4849,,,,1220,False,759557299618865152
8760,,,,2523,False,759447681597108224
1722,,,,501,False,759446261539934208
6246,,,,2013,False,759197388317847553
0,,,,1205,False,759159934323924993
14945,,,,4307,False,759099523532779520
6686,,,,2098,False,759047813560868866
3656,,,,924,False,758854675097526272
11522,,,,3971,False,758828659922702336
5896,,,,1659,False,758740312047005698
3928,,,,1030,False,758474966123810816
4949,,,,2295,False,758467244762497024
5351,,,,1976,False,758405701903519748
3518,,,,1113,False,758355060040593408
19705,,,,10364,False,758099635764359168
2786,,,,385,False,758041019896193024
7081,,,,3364,False,757741869644341248
0,,,,8277,False,757729163776290825
4667,,,,1251,False,757725642876129280
4697,,,,1143,False,757611664640446465
0,,,,306,False,757597904299253760
4462,,,,1083,False,757596066325864448
15583,,,,7062,False,757400162377592832
5994,,,,1793,False,757393109802180609
4660,,,,1473,False,757354760399941633
6467,,,,2046,False,756998049151549440
6836,,,,2071,False,756939218950160384
5211,,,,1350,False,756651752796094464
10710,,,,3709,False,756526248105566208
4059,,,,1126,False,756303284449767430
44048,,,,17994,False,756288534030475264
6608,,,,1579,False,756275833623502848
7541,,,,2967,False,755955933503782912
16921,,,,5508,False,755206590534418437
21835,,,,11436,False,755110668769038337
0,,,,8182,False,754874841593970688
7079,,,,2605,False,754856583969079297
2653,,,,540,False,754747087846248448
5460,,,,2012,False,754482103782404096
3861,,,,750,False,754449512966619136
8079,,,,2427,False,754120377874386944
5997,,,,2228,False,753655901052166144
8143,,,,3672,False,753420520834629632
5933,,,,1973,False,753398408988139520
7862,,,,2406,False,753375668877008896
0,,,,5894,False,753298634498793472
3473,,,,1072,False,753294487569522689
38143,,,,21587,False,753039830821511168
4022,,,,1003,False,753026973505581056
12989,,,,7057,False,752932432744185856
7087,,,,1629,False,752917284578922496
0,,,,2961,False,752701944171524096
6152,,,,1645,False,752682090207055872
4516,,,,1608,False,752660715232722944
5677,,,,2355,False,752568224206688256
7560,,,,3540,False,752519690950500352
3920,,,,1139,False,752334515931054080
0,,,,16861,False,752309394570878976
6102,,,,1886,False,752173152931807232
3150,,,,951,False,751950017322246144
5336,,,,1376,False,751937170840121344
5953,,,,2007,False,751830394383790080
6014,,,,2981,False,751793661361422336
8128,,,,3123,False,751598357617971201
4520,,,,1140,False,751583847268179968
5177,,,,1301,False,751538714308972544
3294,,,,1028,False,751456908746354688
12840,,,,6056,False,751251247299190784
6492,,,,1880,False,751205363882532864
5197,,,,1334,False,751132876104687617
4910,,,,1420,False,750868782890057730
13535,,,,5183,False,750719632563142656
4558,,,,1176,False,750506206503038976
13517,,,,4412,False,750429297815552001
4678,,,,1183,False,750383411068534784
723,7.501804988324045e+17,4717297476.0,,29,False,750381685133418496
3192,,,,987,False,750147208377409536
3723,,,,1331,False,750132105863102464
4446,,,,1350,False,750117059602808832
3126,,,,865,False,750101899009982464
2225,,,,554,False,750086836815486976
8070,,,,3430,False,750071704093859840
3237,,,,921,False,750056684286914561
3260,,,,637,False,750041628174217216
2782,,,,808,False,750026558547456000
3319,,,,933,False,750011400160841729
3146,,,,842,False,749996283729883136
5247,,,,2521,False,749981277374128128
4775,,,,1357,False,749774190421639168
6252,,,,1691,False,749417653287129088
2693,,,,550,False,749403093750648834
8822,,,,3543,False,749395845976588288
5626,,,,2285,False,749317047558017024
5894,,,,2127,False,749075273010798592
4919,,,,1560,False,749064354620928000
3188,,,,810,False,749036806121881602
11019,,,,3494,False,748977405889503236
5978,,,,2326,False,748932637671223296
2839,,,,972,False,748705597323898880
4864,,,,1640,False,748699167502000129
4344,,,,1360,False,748692773788876800
6222,,,,2030,False,748575535303884801
2246,,,,682,False,748568946752774144
5346,,,,1261,False,748346686624440324
7860,,,,4213,False,748337862848962560
3776,,,,780,False,748324050481647620
3759,,,,726,False,748307329658011649
14503,,,,8012,False,748220828303695873
5907,,,,2202,False,747963614829678593
6780,,,,2611,False,747933425676525569
3024,,,,1004,False,747885874273214464
2881,,,,767,False,747844099428986880
4971,,,,1192,False,747816857231626240
1416,7.476486538174136e+17,4196983835.0,,159,False,747651430853525504
13224,,,,5995,False,747648653817413632
2377,,,,565,False,747600769478692864
3778,,,,1076,False,747594051852075008
5673,,,,1641,False,747512671126323200
3965,,,,1063,False,747461612269887489
5561,,,,1964,False,747439450712596480
0,,,,2957,False,747242308580548608
5407,,,,1617,False,747219827526344708
3461,,,,940,False,747204161125646336
9806,,,,4071,False,747103485104099331
2963,7.468859193875743e+17,4196983835.0,,307,False,746906459439529985
6121,,,,2179,False,746872823977771008
5426,6.914168664520827e+17,4196983835.0,,1776,False,746818907684614144
4986,,,,1633,False,746790600704425984
9792,,,,3997,False,746757706116112384
6196,,,,1840,False,746726898085036033
5160,,,,1917,False,746542875601690625
0,,,,1007,False,746521445350707200
4759,,,,1104,False,746507379341139972
6322,,,,1672,False,746369468511756288
7075,,,,2263,False,746131877086527488
3629,,,,827,False,746056683365994496
4112,,,,1094,False,745789745784041472
7158,,,,2384,False,745712589599014916
7243,,,,2599,False,745433870967832576
8792,,,,2494,False,745422732645535745
7337,,,,2828,False,745314880350101504
8013,,,,3600,False,745074613265149952
7404,,,,2326,False,745057283344719872
3032,,,,636,False,744995568523612160
8065,,,,2751,False,744971049620602880
5739,,,,1606,False,744709971296780288
6936,,,,2177,False,744334592493166593
159983,,,,79933,False,744234799360020481
1714,,,,376,False,744223424764059648
4259,,,,1120,False,743980027717509120
3722,,,,980,False,743895849529389061
0,,,,2137,False,743835915802583040
4580,,,,1408,False,743609206067040256
18836,,,,6708,False,743595368194129920
3613,,,,964,False,743545585370791937
8080,,,,3796,False,743510151680958465
4321,,,,1253,False,743253157753532416
6337,,,,1941,False,743222593470234624
3930,,,,1401,False,743210557239623680
7210,,,,3643,False,742534281772302336
4522,,,,2025,False,742528092657332225
7419,,,,3974,False,742465774154047488
10024,,,,3861,False,742423170473463808
6946,,,,2019,False,742385895052087300
4441,,,,1411,False,742161199639494656
5255,,,,1577,False,742150209887731712
4647,,,,1540,False,741793263812808706
8342,,,,2831,False,741743634094141440
3749,,,,852,False,741438259667034112
8968,,,,3293,False,741303864243200000
10222,,,,5633,False,741099773336379392
9683,,,,3165,False,741067306818797568
6510,,,,2805,False,740995100998766593
3482,,,,960,False,740711788199743490
2904,,,,800,False,740699697422163968
18532,,,,6959,False,740676976021798912
35677,,,,13589,False,740373189193256964
2513,,,,440,False,740365076218183684
3362,,,,877,False,740359016048689152
6826,,,,2008,False,740214038584557568
20374,,,,6043,False,739979191639244800
4127,,,,1102,False,739932936087216128
3887,,,,874,False,739844404073074688
3859,,,,1381,False,739623569819336705
5476,,,,1687,False,739606147276148736
40378,,,,21788,False,739544079319588864
7307,,,,2995,False,739485634323156992
118160,,,,59256,False,739238157791694849
112,7.384119198962852e+17,358972768.0,,6,False,738891149612572673
3843,,,,1164,False,738885046782832640
3377,,,,811,False,738883359779196928
5192,,,,1583,False,738537504001953792
3305,,,,858,False,738402415918125056
4404,,,,1238,False,738184450748633089
8954,,,,3449,False,738166403467907072
2559,,,,660,False,738156290900254721
5369,,,,1802,False,737826014890496000
10181,,,,3541,False,737800304142471168
5137,,,,1357,False,737678689543020544
10468,,,,4551,False,737445876994609152
3671,,,,826,False,737322739594330112
14965,,,,7554,False,737310737551491075
4373,,,,1767,False,736736130620620800
18048,,,,7562,False,736392552031657984
4057,,,,1272,False,736365877722001409
8267,,,,2835,False,736225175608430592
8040,,,,3057,False,736010884653420544
3664,,,,1176,False,735991953473572864
4095,,,,1127,False,735648611367784448
6292,,,,2390,False,735635087207878657
13241,,,,5150,False,735274964362878976
3400,,,,899,False,735256018284875776
3186,,,,989,False,735137028879360001
2794,,,,532,False,734912297295085568
12789,,,,6404,False,734787690684657664
2554,,,,555,False,734776360183431168
1512,,,,404,False,734559631394082816
3637,,,,800,False,733828123016450049
3736,,,,1035,False,733822306246479872
3203,,,,964,False,733482008106668032
4283,,,,1309,False,733460102733135873
51120,,,,17217,False,733109485275860992
2486,,,,547,False,732732193018155009
3607,,,,905,False,732726085725589504
3739,,,,788,False,732585889486888962
8227,,,,2564,False,732375214819057664
15179,,,,5518,False,732005617171337216
3551,,,,1003,False,731285275100512256
3905,,,,1295,False,731156023742988288
6257,,,,2017,False,730924654643314689
5008,,,,2170,False,730573383004487680
3547,,,,1064,False,730427201120833536
3899,,,,1070,False,730211855403241472
4948,,,,1948,False,730196704625098752
4118,,,,1152,False,729854734790754305
1747,7.291135312709919e+17,4196983835.0,,390,False,729838605770891264
4052,,,,1269,False,729823566028484608
5895,,,,2361,False,729463711119904772
1913,,,,329,False,729113531270991872
3205,,,,832,False,728986383096946689
4758,,,,1740,False,728760639972315136
2826,,,,688,False,728751179681943552
3368,,,,1054,False,728653952833728512
5006,,,,2044,False,728409960103686147
3742,,,,978,False,728387165835677696
4394,,,,1209,False,728046963732717569
4642,,,,1691,False,728035342121635841
4178,,,,1126,False,728015554473250816
3005,,,,648,False,727685679342333952
5988,,,,1775,False,727644517743104000
4544,,,,1247,False,727524757080539137
3393,,,,760,False,727314416056803329
3100,,,,825,False,727286334147182592
3963,,,,1410,False,727175381690781696
3692,,,,1355,False,727155742655025152
7015,,,,2502,False,726935089318363137
3899,,,,1546,False,726887082820554753
3624,,,,1020,False,726828223124897792
4487,,,,1166,False,726224900189511680
7169,,,,2716,False,725842289046749185
4233,,,,1388,False,725786712245440512
5284,,,,1825,False,725729321944506368
1435,,,,628,False,725458796924002305
3780,,,,1336,False,724983749226668032
2403,,,,650,False,724771698126512129
5367,,,,1673,False,724405726123311104
4397,,,,1807,False,724049859469295616
2701,,,,572,False,724046343203856385
4249,,,,1591,False,724004602748780546
3972,,,,1258,False,723912936180330496
7801,,,,3003,False,723688335806480385
3064,,,,907,False,723673163800948736
5370,,,,1887,False,723179728551723008
4166,,,,1583,False,722974582966214656
5050,,,,1657,False,722613351520608256
4714,,,,1895,False,721503162398597120
2573,,,,624,False,721001180231503872
3165,,,,779,False,720785406564900865
2525,,,,678,False,720775346191278080
4202,,,,1524,False,720415127506415616
6494,,,,2553,False,720389942216527872
2919,,,,990,False,720340705894408192
3938,,,,1138,False,720059472081784833
4989,,,,2041,False,720043174954147842
4914,,,,1772,False,719991154352222208
4627,,,,1464,False,719704490224398336
5146,,,,1950,False,719551379208073216
2843,,,,755,False,719367763014393856
4490,,,,1262,False,719339463458033665
3479,,,,970,False,719332531645071360
3543,,,,1094,False,718971898235854848
5329,,,,1792,False,718939241951195136
19150,,,,8185,False,718631497683582976
2473,,,,490,False,718613305783398402
2517,,,,1029,False,718540630683709445
2753,,,,532,False,718460005985447936
4940,,,,1525,False,718454725339934721
1964,,,,509,False,718246886998687744
3944,,,,1017,False,718234618122661888
2501,,,,610,False,717841801130979328
2928,,,,1134,False,717790033953034240
5861,,,,1877,False,717537687239008257
1636,,,,454,False,717428917016076293
3202,,,,858,False,717421804990701568
6392,,,,1963,False,717047459982213120
3305,,,,988,False,717009362452090881
4366,,,,1193,False,716802964044845056
7444,,,,1557,False,716791146589110272
1258,,,,435,False,716730379797970944
13292,,,,5983,False,716447146686459905
2414,,,,214,False,716439118184652801
2815,,,,1085,False,716285507865542656
6853,,,,1941,False,716080869887381504
3253,,,,892,False,715928423106027520
3791,,,,1455,False,715758151270801409
4744,,,,1713,False,715733265223708672
2852,,,,571,False,715704790270025728
3974,,,,1311,False,715696743237730304
4396,,,,1645,False,715680795826982913
5561,,,,1598,False,715360349751484417
3086,,,,702,False,715342466308784130
2459,,,,662,False,715220193576927233
5223,,,,1917,False,715200624753819648
4235,,,,1256,False,715009755312439296
3808,,,,1052,False,714982300363173890
7480,,,,4348,False,714962719905021952
4199,,,,1430,False,714957620017307648
3329,,,,1015,False,714631576617938945
3693,,,,942,False,714606013974974464
2734,,,,1157,False,714485234495041536
3075,,,,730,False,714258258790387713
3326,,,,844,False,714251586676113411
2312,,,,892,False,714214115368108032
4383,,,,1422,False,714141408463036416
3351,,,,796,False,713919462244790272
1949,,,,545,False,713909862279876608
2883,,,,752,False,713900603437621249
4964,,,,1401,False,713761197720473600
4505,,,,1319,False,713411074226274305
7343,,,,2885,False,713177543487135744
4541,,,,1487,False,713175907180089344
18855,,,,6830,False,712809025985978368
12553,,,,5079,False,712717840512598017
4243,,,,1232,False,712668654853337088
5421,,,,1588,False,712438159032893441
247,,,,25,False,712309440758808576
3846,,,,1057,False,712097430750289920
2989,,,,904,False,712092745624633345
3317,,,,495,False,712085617388212225
2305,,,,640,False,712065007010385924
0,,,,129,False,711998809858043904
8205,,,,2355,False,711968124745228288
2902,,,,1001,False,711743778164514816
9013,,,,4190,False,711732680602345472
33427,,,,18690,False,711694788429553666
3924,,,,930,False,711652651650457602
3727,,,,1158,False,711363825979756544
3376,,,,747,False,711306686208872448
3046,,,,621,False,711008018775851008
4642,,,,1403,False,710997087345876993
2592,,,,705,False,710844581445812225
2734,,,,545,False,710833117892898816
2359,,,,571,False,710658690886586372
4871,,,,2417,False,710609963652087808
4631,,,,1901,False,710588934686908417
2415,,,,750,False,710296729921429505
2184,,,,525,False,710283270106132480
4615,,,,1270,False,710272297844797440
2433,,,,1144,False,710269109699739648
2957,,,,908,False,710153181850935296
2814,,,,897,False,710140971284037632
5597,,,,2023,False,710117014656950272
3049,,,,1084,False,709918798883774466
680,,,,101,False,709901256215666688
3579,,,,1220,False,709852847387627521
3607,,,,1222,False,709566166965075968
3355,,,,1090,False,709556954897764353
1516,,,,240,False,709519240576036864
2272,,,,586,False,709449600415961088
2664,,,,696,False,709409458133323776
2453,,,,582,False,709225125749587968
12804,,,,5920,False,709207347839836162
2470,,,,655,False,709198395643068416
2040,,,,678,False,709179584944730112
2077,,,,423,False,709158332880297985
4834,,,,1667,False,709042156699303936
1821,,,,663,False,708853462201716736
3050,,,,912,False,708845821941387268
1713,,,,508,False,708834316713893888
16764,,,,7049,False,708810915978854401
2797,,,,835,False,708738143638450176
2587,,,,735,False,708711088997666817
2600,,,,687,False,708479650088034305
3154,,,,831,False,708469915515297792
16291,,,,10272,False,708400866336894977
3654,,,,1341,False,708356463048204288
2393,,,,750,False,708349470027751425
4353,,,,1577,False,708149363256774660
3450,,,,861,False,708130923141795840
2737,,,,998,False,708119489313951744
1978,,,,556,False,708109389455101952
4447,,,,1956,False,708026248782585858
3188,,,,1143,False,707995814724026368
51,7.079800658926674e+17,2319108198.0,,2,False,707983188426153984
2756,,,,982,False,707969809498152960
3339,,,,969,False,707776935007539200
2533,,,,626,False,707741517457260545
4165,,,,2518,False,707738799544082433
3486,,,,1018,False,707693576495472641
2618,,,,893,False,707629649552134146
17276,,,,6484,False,707610948723478529
2314,,,,708,False,707420581654872064
2333,,,,607,False,707411934438625280
3562,,,,1311,False,707387676719185920
3334,,,,1102,False,707377100785885184
2522,,,,656,False,707315916783140866
2830,,,,798,False,707297311098011648
2638,,,,687,False,707059547140169728
2230,,,,802,False,707038192327901184
4163,,,,1396,False,707021089608753152
2343,,,,602,False,707014260413456384
14846,,,,8007,False,706904523814649856
2100,,,,607,False,706901761596989440
3383,,,,991,False,706681918348251136
2621,,,,1118,False,706644897839910912
2197,,,,645,False,706593038911545345
3527,,,,1452,False,706538006853918722
3156,,,,1048,False,706516534877929472
3512,,,,945,False,706346369204748288
21760,,,,8105,False,706310011488698368
1730,,,,481,False,706291001778950144
2779,,,,947,False,706265994973601792
3973,,,,2259,False,706169069255446529
5253,,,,1635,False,706166467411222528
1513,,,,387,False,706153300320784384
3167,,,,742,False,705975130514706432
3209,,,,909,False,705970349788291072
2409,,,,565,False,705898680587526145
1977,7.03255935813288e+17,4196983835.0,,528,False,705786532653883392
3231,,,,1173,False,705591895322394625
3007,,,,935,False,705475953783398401
4514,,,,1658,False,705442520700944385
3876,,,,1719,False,705428427625635840
3055,,,,764,False,705239209544720384
2623,,,,808,False,705223444686888960
2187,,,,522,False,705102439679201280
2215,,,,628,False,705066031337840642
4344,6.671521640794235e+17,4196983835.0,,1133,False,704871453724954624
2284,,,,552,False,704859558691414016
5186,,,,1557,False,704847917308362754
2691,,,,1007,False,704819833553219584
6749,,,,2957,False,704761120771465216
2983,,,,1029,False,704499785726889984
772,7.044857446399099e+17,28785486.0,,81,False,704491224099647488
3453,,,,1088,False,704480331685040129
8164,,,,3628,False,704364645503647744
1611,,,,357,False,704347321748819968
1534,,,,472,False,704134088924532736
1882,,,,576,False,704113298707505153
2984,,,,930,False,704054845121142784
1871,,,,474,False,703774238772166656
3345,,,,1161,False,703769065844768768
2636,,,,692,False,703631701117943808
3928,,,,1555,False,703611486317502464
3858,7.030419496500347e+17,4196983835.0,,1388,False,703425003149250560
2494,,,,707,False,703407252292673536
3581,,,,1160,False,703382836347330562
1948,,,,392,False,703356393781329922
2001,,,,556,False,703268521220972544
7534,,,,3149,False,703079050210877440
26850,,,,12752,False,703041949650034688
2641,,,,737,False,702932127499816960
1634,,,,461,False,702899151802126337
3285,,,,1087,False,702684942141153280
2244,,,,568,False,702671118226825216
12429,,,,3506,False,702598099714314240
2933,,,,976,False,702539513671897089
3246,,,,1575,False,702332542343577600
3333,,,,1058,False,702321140488925184
2514,,,,780,False,702276748847800320
4888,,,,1365,False,702217446468493312
3513,,,,1008,False,701981390485725185
3898,,,,1046,False,701952816642965504
3603,,,,1412,False,701889187134500865
3488,,,,1710,False,701805642395348998
2130,,,,466,False,701601587219795968
2870,,,,943,False,701570477911896070
2707,,,,621,False,701545186879471618
12459,,,,5220,False,701214700881756160
2253,,,,576,False,700890391244103680
2641,,,,628,False,700864154249383937
2494,,,,511,False,700847567345688576
2486,,,,965,False,700796979434098688
23320,,,,9521,False,700747788515020802
2666,,,,809,False,700518061187723268
2329,,,,587,False,700505138482569216
4212,,,,1827,False,700462010979500032
2682,,,,754,False,700167517596164096
2277,,,,684,False,700151421916807169
7671,,,,2787,False,700143752053182464
2702,,,,704,False,700062718104104960
2111,,,,600,False,700029284593901568
3382,,,,1366,False,700002074055016451
3121,,,,971,False,699801817392291840
2277,,,,513,False,699788877217865730
2812,,,,1269,False,699779630832685056
1993,,,,612,False,699775878809702401
10474,,,,4712,False,699691744225525762
6063,,,,2665,False,699446877801091073
2209,,,,524,False,699434518667751424
1397,,,,334,False,699423671849451520
2111,,,,631,False,699413908797464576
1926,,,,450,False,699370870310113280
3224,,,,880,False,699323444782047232
2282,,,,648,False,699088579889332224
2499,,,,672,False,699079609774645248
3047,,,,1216,False,699072405256409088
3839,,,,1842,False,699060279947165696
2658,,,,1218,False,699036661657767936
3433,,,,1001,False,698989035503689728
2750,,,,925,False,698953797952008193
2591,,,,637,False,698907974262222848
2515,,,,693,False,698710712454139905
1476,,,,387,False,698703483621523456
1315,,,,347,False,698635131305795584
2375,,,,636,False,698549713696649216
1906,,,,459,False,698355670425473025
2305,,,,968,False,698342080612007937
4853,,,,2042,False,698262614669991936
17085,,,,6105,False,698195409219559425
2863,,,,759,False,698178924120031232
1549,,,,338,False,697995514407682048
3356,,,,1318,False,697990423684476929
2439,,,,697,False,697943111201378304
3078,,,,1209,False,697881462549430272
1787,,,,549,False,697630435728322560
3223,,,,1031,False,697616773278015490
3083,,,,1284,False,697596423848730625
2074,,,,507,False,697575480820686848
2108,,,,1141,False,697516214579523584
2460,,,,687,False,697482927769255936
3484,,,,1418,False,697463031882764288
4779,,,,1918,False,697270446429966336
3354,,,,1026,False,697259378236399616
3085,,,,1185,False,697255105972801536
2567,,,,683,False,697242256848379904
3234,,,,1039,False,696900204696625153
2384,,,,689,False,696894894812565505
4960,,,,1838,False,696886256886657024
2483,,,,720,False,696877980375769088
1511,,,,368,False,696754882863349760
2110,,,,959,False,696744641916489729
2416,,,,662,False,696713835009417216
3977,,,,1736,False,696518437233913856
1237,6.964887109012603e+17,4196983835.0,,145,False,696490539101908992
2589,,,,1038,False,696488710901260288
3263,,,,1174,False,696405997980676096
1972,,,,668,False,696100768806522880
3069,,,,1187,False,695816827381944320
3227,,,,793,False,695794761660297217
1902,6.75349384339542e+17,4196983835.0,,764,False,695767669421768709
4668,,,,2145,False,695629776980148225
4481,,,,1848,False,695446424020918272
8827,,,,3652,False,695409464418041856
3709,,,,1483,False,695314793360662529
2684,,,,631,False,695095422348574720
2895,,,,1122,False,695074328191332352
1629,,,,601,False,695064344191721472
2713,,,,797,False,695051054296211456
2754,,,,937,False,694925794720792577
2806,,,,951,False,694905863685980160
36495,,,,14693,False,694669722378485760
1531,6.70668383499735e+17,4196983835.0,,292,False,694356675654983680
2077,,,,631,False,694352839993344000
1596,,,,490,False,694342028726001664
2042,,,,514,False,694329668942569472
4252,,,,2073,False,694206574471057408
3008,,,,947,False,694183373896572928
3467,,,,1050,False,694001791655137281
1903,,,,410,False,693993230313091072
1770,,,,376,False,693942351086120961
2743,,,,602,False,693647888581312512
1373,6.936422321512858e+17,4196983835.0,,126,False,693644216740769793
2587,,,,417,False,693642232151285760
2490,,,,808,False,693629975228977152
1565,,,,378,False,693622659251335168
5154,,,,1996,False,693590843962331137
1682,6.935722159383675e+17,1198988510.0,,260,False,693582294167244802
1811,,,,649,False,693486665285931008
3420,,,,1261,False,693280720173801472
2429,,,,829,False,693267061318012928
2268,,,,509,False,693262851218264065
2922,,,,751,False,693231807727280129
8027,,,,3274,False,693155686491000832
1744,,,,630,False,693109034023534592
1901,,,,477,False,693095443459342336
2719,,,,767,False,692919143163629568
2478,,,,892,False,692905862751522816
1803,,,,613,False,692901601640583168
2314,,,,822,False,692894228850999298
2928,,,,896,False,692828166163931137
6956,,,,3715,False,692752401762250755
4441,,,,1572,False,692568918515392513
3238,,,,1389,False,692535307825213440
1872,,,,421,False,692530551048294401
1509,6.924173130233324e+17,4196983835.0,,232,False,692423280028966913
9521,,,,3533,False,692417313023332352
2579,,,,838,False,692187005137076224
2182,,,,801,False,692158366030913536
1676,6.920419346894029e+17,4196983835.0,,402,False,692142790915014657
3466,,,,1293,False,692041934689402880
2930,,,,981,False,692017291282812928
4036,,,,1691,False,691820333922455552
8302,,,,4311,False,691793053716221953
2923,,,,1032,False,691756958957883396
1987,,,,521,False,691675652215414786
2424,,,,576,False,691483041324204033
4117,,,,1165,False,691459709405118465
2702,,,,865,False,691444869282295808
19714,,,,7806,False,691416866452082688
2622,,,,672,False,691321916024623104
3016,,,,896,False,691096613310316544
1749,,,,340,False,691090071332753408
6004,,,,2928,False,690989312272396288
3666,,,,1277,False,690959652130045952
4192,,,,2012,False,690938899477221376
3355,,,,1049,False,690932576555528194
3861,,,,1298,False,690735892932222976
2219,,,,528,False,690728923253055490
2370,,,,824,False,690690673629138944
1333,,,,286,False,690649993829576704
298,6.903412535490028e+17,467036706.0,,17,False,690607260360429569
2003,,,,620,False,690597161306841088
1915,,,,461,False,690400367696297985
3313,,,,867,False,690374419777196032
2707,,,,908,False,690360449368465409
1537,,,,527,False,690348396616552449
1710,,,,424,False,690248561355657216
2846,,,,1049,False,690021994562220032
2552,,,,751,False,690015576308211712
3728,,,,1723,False,690005060500217858
1456,,,,378,False,689999384604450816
1489,,,,462,False,689993469801164801
