favorite_count,in_reply_to_status_id,in_reply_to_user_id,place,retweet_count,retweeted,tweet_id
14296,,,,4031,False,804738756058218496
6395,,,,2113,False,804475857670639616
0,,,,3381,False,804413760345620481
46515,,,,16965,False,804026241225523202
10486,,,,2895,False,803773340896923648
0,,,,7806,False,803692223237865472
11428,,,,4330,False,803638050916102144
8104,,,,1951,False,803380650405482500
0,,,,5581,False,803321560782307329
10477,,,,2586,False,803276597545603072
9410,,,,2105,False,802952499103731712
0,,,,3059,False,802624713319034886
7414,,,,1544,False,802600418706604034
9338,,,,2632,False,802572683846291456
16910,,,,6127,False,802323869084381190
7040,7.33109485275861e+17,4196983835.0,,1432,False,802265048156610565
9468,,,,2739,False,802239329049477120
0,,,,280,False,802185808107208704
8061,,,,1790,False,801958328846974976
1848,8.018543306724475e+17,11856342.0,,249,False,801854953262350336
8558,,,,2169,False,801538201127157760
6316,,,,863,False,801285448605831168
25571,,,,6232,False,801167903437357056
0,,,,4147,False,801127390143516673
8430,,,,2206,False,801115127852503040
719,8.008579544172626e+17,291859009.0,,100,False,800859414831898624
0,,,,1695,False,800855607700029440
10998,,,,2926,False,800751577355128832
13707,,,,3153,False,800513324630806528
9910,,,,2271,False,800459316964663297
0,,,,4538,False,800443802682937345
11644,,,,2945,False,800388270626521089
0,,,,4158,False,800188575492947969
15986,,,,2685,False,800141422401830912
29659,,,,13834,False,800018252395122689
0,,,,4924,False,799774291445383169
8770,,,,2268,False,799757965289017345
8408,,,,2023,False,799422933579902976
0,,,,5758,False,799308762079035393
10323,,,,2899,False,799297110730567681
8443,,,,2592,False,799063482566066176
13698,,,,4715,False,798933969379225600
7792,,,,1504,False,798925684722855936
0,,,,6959,False,798705661114773508
0,,,,8185,False,798701998996647937
0,,,,6830,False,798697898615730177
0,,,,5220,False,798694562394996736
0,,,,2446,False,798686750113755136
0,,,,4951,False,798682547630837760
0,,,,5828,False,798673117451325440
0,,,,4097,False,798665375516884993
0,,,,1950,False,798644042770751489
0,,,,2069,False,798628517273620480
0,,,,5994,False,798585098161549313
0,,,,6126,False,798576900688019456
0,,,,3532,False,798340744599797760
10862,,,,2689,False,798209839306514432
12133,,,,3277,False,797971864723324932
15162,,,,5107,False,797545162159308800
20849,,,,6956,False,797236660651966464
234,7.97123751162839e+17,29166305.0,,28,False,797165961484890113
0,,,,9364,False,796904159865868288
8028,,,,2011,False,796865951799083009
12383,,,,3214,False,796759840936919040
0,,,,7661,False,796563435802726400
7918,,,,1852,False,796484825502875648
11487,,,,4362,False,796387464403357696
0,,,,15029,False,796177847564038144
33742,,,,15029,False,796149749086875649
5175,,,,1890,False,796125600683540480
9527,,,,2537,False,796116448414461957
8837,,,,2433,False,796080075804475393
11291,,,,3893,False,796031486298386433
51914,,,,24917,False,795464331001561088
10535,,,,3035,False,795400264262053889
16942,,,,5699,False,795076730285391872
0,,,,3538,False,794983741416415232
10733,,,,2424,False,794926597468000259
0,,,,10830,False,794355576146903043
9998,,,,2795,False,794332329137291264
9618,,,,3489,False,794205286408003585
17562,,,,5138,False,793962221541933056
9633,,,,1967,False,793845145112371200
0,,,,3281,False,793614319594401792
8332,,,,1702,False,793601777308463104
11160,,,,2497,False,793500921481273345
25694,,,,9653,False,793286476301799424
9074,,,,2509,False,793271401113350145
20875,,,,8768,False,793256262322548741
10987,,,,3447,False,793241302385262592
10280,,,,3019,False,793226087023144960
9323,,,,2938,False,793210959003287553
15957,,,,5911,False,793195938047070209
7250,,,,2104,False,793180763617361921
9840,,,,2924,False,793165685325201412
6460,,,,1789,False,793150605191548928
6750,,,,2609,False,793135492858580992
13251,,,,4109,False,793120401413079041
14980,,,,4179,False,792913359805018113
11805,,,,4483,False,792883833364439040
7679,,,,1766,False,792773781206999040
14026,,,,4507,False,792394556390137856
7494,,,,1895,False,792050063153438720
0,,,,22124,False,791821351946420224
0,,,,10088,False,791784077045166082
0,,,,3997,False,791780927877898241
47089,,,,23314,False,791774931465953280
12264,,,,3281,False,791672322847637504
13698,,,,4331,False,791406955684368384
9168,,,,2658,False,791312159183634433
0,,,,4303,False,791026214425268224
10299,,,,2237,False,790987426131050500
17390,,,,4916,False,790946055508652032
0,,,,2431,False,790723298204217344
8566,,,,2016,False,790698755171364864
21566,,,,7540,False,790581949425475584
8158,,,,1968,False,790337589677002753
13108,,,,3333,False,790277117346975746
0,,,,3754,False,790227638568808452
9647,,,,2431,False,789986466051088384
0,,,,4327,False,789960241177853952
10835,,,,4328,False,789903600034189313
7845,,,,1867,False,789628658055020548
7061,,,,2019,False,789599242079838210
12274,,,,3538,False,789530877013393408
9001,,,,2401,False,789314372632018944
0,,,,5183,False,789280767834746880
9510,,,,2721,False,789268448748703744
10134,,,,2941,False,789137962068021249
28588,,,,13047,False,788908386943430656
28600,,,,10830,False,788765914992902144
0,,,,7562,False,788552643979468800
16238,,,,5521,False,788412144018661376
7544,,,,2197,False,788178268662984705
6397,,,,1357,False,788150585577050112
0,,,,3597,False,788070120937619456
6413,,,,1384,False,788039637453406209
9050,,,,3213,False,787810552592695296
10674,,,,2915,False,787717603741622272
11322,,,,2978,False,787397959788929025
8121,,,,1826,False,787322443945877504
0,,,,7057,False,787111942498508800
27724,,,,8348,False,786963064373534720
0,,,,2523,False,786729988674449408
18991,,,,6406,False,786709082849828864
11085,,,,2672,False,786664955043049472
9814,,,,3266,False,786595970293370880
11357,,,,3677,False,786363235746385920
8300,,,,2994,False,786286427768250368
15919,,,,4994,False,786233965241827333
1486,7.727430194476073e+17,7.305050141505823e+17,,160,False,786051337297522688
0,,,,7386,False,786036967502913536
11864,,,,3324,False,785927819176054784
6970,,,,1917,False,785872687017132033
8154,,,,2329,False,785639753186217984
9485,,,,2089,False,785533386513321988
6364,,,,1324,False,785515384317313025
7554,,,,1708,False,785264754247995392
12560,,,,5075,False,785170936622350336
10543,,,,3381,False,784826020293709826
9337,,,,2657,False,784517518371221505
5943,,,,1345,False,784431430411685888
20945,,,,8441,False,784183165795655680
31041,,,,11648,False,784057939640352768
31248,,,,11273,False,783839966405230592
7663,,,,2049,False,783821107061198850
10876,,,,3359,False,783695101801398276
8793,,,,2344,False,783466772167098368
17563,,,,5754,False,783391753726550016
0,,,,5836,False,783347506784731136
30342,,,,12225,False,783334639985389568
8485,,,,2319,False,783085703974514689
25096,,,,7700,False,782969140009107456
7780,,,,1464,False,782747134529531904
17957,,,,5638,False,782722598790725632
8099,,,,1967,False,782598640137187329
17322,,,,5828,False,782305867769217024
0,,,,6484,False,782021823840026624
11567,,,,3516,False,781955203444699136
10871,,,,2835,False,781661882474196992
4161,,,,1173,False,781655249211752448
21577,,,,5808,False,781524693396357120
7422,,,,2660,False,781308096455073793
8765,,,,2176,False,781251288990355457
10177,,,,2856,False,781163403222056960
22466,,,,7661,False,780931614150983680
7475,,,,2092,False,780858289093574656
5709,,,,1364,False,780800785462489090
12597,,,,3485,False,780601303617732608
6550,,,,1810,False,780543529827336192
0,,,,3861,False,780496263422808064
0,,,,119,False,780476555013349377
5494,,,,1121,False,780459368902959104
9046,,,,2336,False,780192070812196864
0,,,,2406,False,780092040432480260
12696,,,,5185,False,780074436359819264
19676,,,,7386,False,779834332596887552
9155,,,,3234,False,779377524342161408
0,,,,19165,False,779124354206535695
15349,,,,4718,False,779056095788752897
20786,,,,7538,False,778990705243029504
0,,,,10364,False,778774459159379968
898,,,,381,False,778764940568104960
7164,,,,1371,False,778748913645780993
5991,,,,1571,False,778650543019483137
4812,,,,1055,False,778624900596654080
14172,,,,4524,False,778408200802557953
0,,,,12752,False,778396591732486144
6069,,,,1145,False,778383385161035776
10798,,,,3434,False,778286810187399168
8809,,,,2747,False,778039087836069888
6796,,,,1686,False,778027034220126208
0,,,,3687,False,777953400541634568
6608,,,,1698,False,777885040357281792
11644,,,,3059,False,777684233540206592
0,,,,4412,False,777641927919427584
9098,,,,2597,False,777621514455814149
14832,,,,4478,False,777189768882946048
0,,,,14275,False,776819012571455488
